시군구,계약면적(㎡),전월세구분,계약년월,보증금(만원),월세(만원)
서울특별시 관악구 신림동,43.57,월세,201601,"2,000",80
서울특별시 관악구 신림동,61.29,월세,201604,"2,000",80
서울특별시 관악구 신림동,80,월세,201605,"2,000",80
서울특별시 관악구 신림동,68.26,월세,201606,"2,000",80
서울특별시 관악구 신림동,73.91,월세,201606,"2,000",80
서울특별시 관악구 신림동,82.09,월세,201612,"2,000",80
서울특별시 관악구 신림동,40.43,월세,201702,"2,000",80
서울특별시 관악구 신림동,121.53,월세,201702,"2,000",80
서울특별시 관악구 신림동,154.91,월세,201702,"2,000",80
서울특별시 관악구 신림동,92.67,월세,201703,"2,000",80
서울특별시 관악구 신림동,29.2,월세,201703,"2,000",80
서울특별시 관악구 신림동,40,월세,201706,"2,000",80
서울특별시 관악구 신림동,49.5,월세,201708,"2,000",80
서울특별시 관악구 신림동,50.84,월세,201709,"2,000",80
서울특별시 관악구 신림동,58.66,월세,201709,"2,000",80
서울특별시 관악구 신림동,67.93,월세,201709,"2,000",80
서울특별시 관악구 신림동,85.75,월세,201711,"2,000",80
서울특별시 관악구 신림동,30,월세,201712,"2,000",80
서울특별시 관악구 신림동,60.69,월세,201803,"2,000",80
서울특별시 관악구 신림동,59.83,월세,201806,"2,000",80
서울특별시 관악구 신림동,23,월세,201807,"2,000",80
서울특별시 관악구 신림동,87.39,월세,201807,"2,000",80
서울특별시 관악구 신림동,40.25,월세,201808,"2,000",80
서울특별시 관악구 신림동,27.29,월세,201809,"2,000",80
서울특별시 관악구 신림동,49.5,월세,201811,"2,000",80
서울특별시 관악구 신림동,60,월세,201901,"2,000",80
서울특별시 관악구 신림동,15.12,월세,201901,"2,000",80
서울특별시 관악구 신림동,64.26,월세,201902,"2,000",80
서울특별시 관악구 신림동,29.78,월세,201902,"2,000",80
서울특별시 관악구 신림동,29.78,월세,201902,"2,000",80
서울특별시 관악구 신림동,39.16,월세,201903,"2,000",80
서울특별시 관악구 신림동,71.46,월세,201903,"2,000",80
서울특별시 관악구 신림동,52.53,월세,201905,"2,000",80
서울특별시 관악구 신림동,73.83,월세,201907,"2,000",80
서울특별시 관악구 신림동,59.82,월세,201907,"2,000",80
서울특별시 관악구 신림동,61.29,월세,201908,"2,000",80
서울특별시 관악구 신림동,82.23,월세,201908,"2,000",80
서울특별시 관악구 신림동,40,월세,201911,"2,000",80
서울특별시 관악구 신림동,74.04,월세,201911,"2,000",80
