시군구,계약면적(㎡),전월세구분,계약년월,보증금(만원),월세(만원)
인천광역시 미추홀구 용현동,29.96,월세,201605,500,54
인천광역시 미추홀구 용현동,38.64,월세,202102,300,53
인천광역시 미추홀구 용현동,50.7,월세,201712,500,53
인천광역시 미추홀구 용현동,50.7,월세,201807,500,53
인천광역시 미추홀구 용현동,66.87,월세,201804,500,53
인천광역시 미추홀구 용현동,36,월세,202008,500,53
인천광역시 미추홀구 용현동,50.53,월세,201711,"1,000",53
인천광역시 미추홀구 용현동,50.7,월세,202005,"1,000",53
인천광역시 미추홀구 용현동,54.56,월세,202007,"1,000",53
인천광역시 미추홀구 용현동,83.88,월세,202004,"1,000",53
인천광역시 미추홀구 용현동,27.23,월세,202106,500,53
인천광역시 미추홀구 용현동,27.23,월세,202106,500,53
인천광역시 미추홀구 용현동,27.23,월세,202106,500,53
인천광역시 미추홀구 용현동,27.23,월세,202110,500,53
인천광역시 미추홀구 용현동,29.9,월세,202110,500,53
인천광역시 미추홀구 용현동,30.24,월세,202109,500,53
인천광역시 미추홀구 용현동,27.23,월세,202107,"1,000",53
인천광역시 미추홀구 용현동,28.49,월세,202112,"1,000",53
인천광역시 미추홀구 용현동,54.52,월세,201612,500,52
인천광역시 미추홀구 용현동,57.27,월세,201607,"1,000",52
인천광역시 미추홀구 용현동,59.17,월세,202007,"1,000",52
인천광역시 미추홀구 용현동,46.7075,월세,202102,"1,000",52
인천광역시 미추홀구 용현동,54.33,월세,202010,"1,000",52
인천광역시 미추홀구 용현동,82.86,월세,201907,"1,000",52
인천광역시 미추홀구 용현동,46.7075,월세,201806,"1,500",52
인천광역시 미추홀구 용현동,27.23,월세,202103,500,52
인천광역시 미추홀구 용현동,21.68,월세,202107,500,52
인천광역시 미추홀구 용현동,21.07,월세,202111,500,52
인천광역시 미추홀구 용현동,21.07,월세,202111,500,52
인천광역시 미추홀구 용현동,21.07,월세,202112,500,52
인천광역시 미추홀구 용현동,27.23,월세,202002,"1,000",52
인천광역시 미추홀구 용현동,13,월세,202008,500,51
인천광역시 미추홀구 용현동,46,월세,202010,"1,000",51
인천광역시 미추홀구 용현동,79.78,월세,201804,"1,000",51
인천광역시 미추홀구 용현동,21.07,월세,202112,500,51
인천광역시 미추홀구 용현동,44.08,월세,201901,200,50
인천광역시 미추홀구 용현동,51.56,월세,201706,200,50
인천광역시 미추홀구 용현동,34,월세,201902,200,50
인천광역시 미추홀구 용현동,47.52,월세,201606,300,50
인천광역시 미추홀구 용현동,41.25,월세,201605,300,50
인천광역시 미추홀구 용현동,38.64,월세,201612,300,50
인천광역시 미추홀구 용현동,40.27,월세,201707,300,50
인천광역시 미추홀구 용현동,38.64,월세,201802,300,50
인천광역시 미추홀구 용현동,56.2,월세,202005,300,50
인천광역시 미추홀구 용현동,37.23,월세,202105,300,50
인천광역시 미추홀구 용현동,27.42,월세,202201,300,50
인천광역시 미추홀구 용현동,25,월세,202012,300,50
인천광역시 미추홀구 용현동,10,월세,202204,300,50
인천광역시 미추홀구 용현동,20,월세,202201,300,50
인천광역시 미추홀구 용현동,76,월세,202101,300,50
인천광역시 미추홀구 용현동,58.25,월세,201910,500,50
인천광역시 미추홀구 용현동,54.56,월세,201902,500,50
인천광역시 미추홀구 용현동,48.49,월세,201604,500,50
인천광역시 미추홀구 용현동,56.57,월세,201608,500,50
인천광역시 미추홀구 용현동,43.74,월세,201701,500,50
인천광역시 미추홀구 용현동,37.33,월세,201703,500,50
인천광역시 미추홀구 용현동,38.47,월세,201801,500,50
인천광역시 미추홀구 용현동,71.88,월세,201808,500,50
인천광역시 미추홀구 용현동,55.41,월세,202003,500,50
인천광역시 미추홀구 용현동,37.93,월세,202009,500,50
인천광역시 미추홀구 용현동,52.085,월세,202105,500,50
인천광역시 미추홀구 용현동,37.77,월세,202112,500,50
인천광역시 미추홀구 용현동,43.25,월세,202108,500,50
인천광역시 미추홀구 용현동,38.52,월세,202204,500,50
인천광역시 미추홀구 용현동,54.56,월세,202204,500,50
인천광역시 미추홀구 용현동,65.39,월세,202005,500,50
인천광역시 미추홀구 용현동,49.96,월세,201802,500,50
인천광역시 미추홀구 용현동,30,월세,202204,500,50
인천광역시 미추홀구 용현동,48.6,월세,202201,500,50
인천광역시 미추홀구 용현동,83.22,월세,202202,500,50
인천광역시 미추홀구 용현동,40,월세,201902,500,50
인천광역시 미추홀구 용현동,55.04,월세,202101,500,50
인천광역시 미추홀구 용현동,58.77,월세,201604,600,50
인천광역시 미추홀구 용현동,62.57,월세,202203,700,50
인천광역시 미추홀구 용현동,64.5,월세,201905,"1,000",50
인천광역시 미추홀구 용현동,47.71,월세,201906,"1,000",50
인천광역시 미추홀구 용현동,59.67,월세,201904,"1,000",50
인천광역시 미추홀구 용현동,46.6,월세,201601,"1,000",50
인천광역시 미추홀구 용현동,81.7,월세,201601,"1,000",50
인천광역시 미추홀구 용현동,81.7,월세,201609,"1,000",50
인천광역시 미추홀구 용현동,46.54,월세,201611,"1,000",50
